,Unnamed: 0,attributes.Ambience.divey,attributes.RestaurantsDelivery,attributes.DogsAllowed,postal_code,hours.Thursday,attributes.HairSpecializesIn.coloring,attributes.BestNights.sunday,attributes.BYOB,attributes.AgesAllowed,hours.Friday,latitude,attributes.Alcohol,attributes.Ambience.classy,attributes.RestaurantsTableService,business_id,attributes.Ambience.touristy,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Ambience.hipster,attributes.BusinessAcceptsCreditCards,is_open,attributes.Music.video,attributes.Music.live,attributes.Music.background_music,neighborhood,attributes.BusinessParking.lot,attributes.Music.karaoke,review_count,attributes.ByAppointmentOnly,attributes.NoiseLevel,attributes.HairSpecializesIn.perms,state,attributes.DriveThru,attributes.HasTV,attributes.GoodForMeal.dinner,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.DietaryRestrictions.vegetarian,attributes.AcceptsInsurance,attributes.BestNights.wednesday,hours.Wednesday,attributes.HairSpecializesIn.kids,attributes.Open24Hours,attributes.Ambience.trendy,attributes.CoatCheck,hours.Monday,attributes.HairSpecializesIn.straightperms,city,attributes.HairSpecializesIn.curly,attributes.Music.no_music,hours.Tuesday,attributes.HairSpecializesIn.africanamerican,stars,attributes.RestaurantsPriceRange2,attributes.Ambience.intimate,attributes.GoodForMeal.latenight,attributes.GoodForMeal.dessert,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.GoodForKids,attributes.DietaryRestrictions.soy-free,attributes.GoodForMeal.brunch,attributes.BusinessParking.valet,longitude,attributes.DietaryRestrictions.gluten-free,attributes.BYOBCorkage,attributes.BusinessParking.garage,attributes.BestNights.friday,hours.Saturday,attributes.Music.dj,attributes.HairSpecializesIn.extensions,attributes.BestNights.saturday,attributes.Ambience.casual,attributes.BestNights.thursday,attributes.BestNights.monday,attributes.HairSpecializesIn.asian,attributes.DietaryRestrictions.kosher,attributes.WiFi,attributes.Smoking,attributes.DietaryRestrictions.halal,attributes.GoodForDancing,attributes.GoodForMeal.breakfast,attributes.Caters,attributes.RestaurantsReservations,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.vegan,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
10,118,False,False,,85013,9:00-20:30,,,,,9:00-20:30,33.4887595,none,False,True,U1ZVgF-kfkvv_rcoe0RglQ,False,,,True,"[u'Restaurants', u'Noodles', u'Vietnamese']",Pho Noodles,,,,False,True,1,,,,,True,,172,,average,,AZ,,True,True,False,3417 N 7th Ave,casual,9:00-20:00,,,,,9:00-20:30,,,False,,9:00-20:30,,Phoenix,,,9:00-20:30,,4.5,1.0,False,False,False,False,True,True,,False,False,-112.08240184200001,,,False,,9:00-20:30,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,False
11,121,False,True,False,89183,11:00-21:00,,,,,11:00-22:00,36.01008560000001,beer_and_wine,False,True,dPxZI9lrKTl5dvFfnb1_Ig,False,,,True,"[u'Seafood', u'Italian', u'Pizza', u'Restaurants']",Trattoria Italia,False,,True,False,True,1,,,,Anthem,True,,210,,average,,NV,,True,True,False,"9905 S Eastern Ave, Ste 140",casual,11:00-21:00,,,,,11:00-21:00,,,False,,11:00-21:00,,Las Vegas,,,11:00-21:00,,4.5,2.0,True,False,True,False,True,True,,False,False,-115.1186563,,,False,,11:00-22:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,False,True
12,147,False,False,False,15206,11:00-23:00,,False,,,11:00-0:00,40.4599557,full_bar,False,True,j37Z4LIXTH9j6KOq9aX8DQ,False,,,True,"[u'Beer', u'Wine & Spirits', u'American (New)', u'Restaurants', u'Nightlife', u'Food', u'Bars', u'Belgian', u'Sandwiches', u'Pubs']",Beer Emporium,,True,True,False,True,1,False,False,False,East Liberty,False,False,169,,average,,PA,,True,True,True,302 S Saint Clair St,casual,12:00-21:00,False,,,True,11:00-23:00,,False,False,False,11:00-23:00,,Pittsburgh,,False,11:00-23:00,,3.5,2.0,False,False,False,False,False,False,,False,False,-79.930726,,,False,True,11:00-0:00,False,,False,True,True,False,,,free,no,,False,False,True,False,,,False,True,False,True,True,False
13,150,False,False,,85215,,,,,,,33.4658931,full_bar,False,True,SAae44V24aD7y_HpgxjhPA,False,,,True,"[u'Restaurants', u'Mexican']",Nando's Mexican Cafe,,,True,False,True,1,,,,,True,,192,,average,,AZ,,True,True,False,6715 E McDowell Rd,casual,,,,,,,,,False,,,,Mesa,,,,,3.5,2.0,False,False,False,False,True,True,,False,False,-111.68582659999998,,,False,,,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
14,172,False,False,,85381,11:00-22:00,,,,,11:00-22:00,33.6114217,beer_and_wine,False,True,pBoWsom3mZFYo9EucIWRDg,False,,,True,"[u'Restaurants', u'Japanese', u'Sushi Bars']",Kabuki Sushi & Grill,,,True,False,True,1,,,,,False,,157,,average,,AZ,,True,True,False,"8378 W Thunderbird Rd, Ste 107",casual,11:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Peoria,,,11:00-22:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-112.2395205,,no,False,,11:00-22:00,,,,True,,,,,no,,,,False,False,True,,,False,,False,True,True,False
15,175,False,False,,85286,11:00-21:00,,,,,11:00-21:30,33.2606908,full_bar,False,True,7J_8O6w79raFRSORc3bRew,False,,,True,"[u'Bubble Tea', u'Restaurants', u'Food', u'Vietnamese']",AZ Pho & Grill,,,True,False,True,1,,,,,True,,249,,average,,AZ,,True,True,False,"3140 S Gilbert Rd, Ste 1",casual,11:00-20:30,,,,,11:00-21:00,,,False,,11:00-21:00,,Chandler,,,11:00-21:00,,4.0,1.0,False,False,False,False,True,True,,False,False,-111.7903737,,,False,,11:00-21:30,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
16,185,False,False,,85255,17:00-22:00,,False,,,17:00-22:30,33.674238,full_bar,True,True,tCJGEQVqjELLYv3fPNX5Rw,False,,,True,"[u'Nightlife', u'Restaurants', u'Steakhouses', u'Wine Bars', u'Bars', u'Seafood']",Fleming's Prime Steakhouse-Scottsdale,,True,True,False,True,1,False,False,False,,True,False,190,,average,,AZ,,True,True,False,20753 N Pima Rd,dressy,16:00-21:00,False,,,False,17:00-22:00,,,False,True,17:00-22:00,,Scottsdale,,False,17:00-22:00,,3.5,3.0,False,False,False,False,False,False,,False,False,-111.889288,,,False,False,17:00-22:30,False,,False,False,False,True,,,no,no,,False,False,True,True,,,False,False,True,True,True,True
17,306,True,False,,15213,10:00-1:30,,,,,10:00-1:30,40.442147,beer_and_wine,False,False,J9f-9Prw2YVM-fiZqv2fmQ,False,,,True,"[u'Hot Dogs', u'Restaurants', u'Pizza', u'Burgers']",Original Hot Dog Shop,,,True,False,True,1,,,,Oakland,False,,210,,average,,PA,False,True,False,True,3901 Forbes Ave,casual,10:00-1:30,,,,,10:00-21:00,,,False,,10:00-21:00,,Pittsburgh,,,10:00-21:00,,3.5,1.0,False,True,False,False,False,True,,False,False,-79.956513,,,False,,10:00-1:30,,,,False,,,,,no,,,,False,False,False,,,False,,False,True,True,False
18,320,False,False,,89103,16:00-22:00,,,,,16:00-22:00,36.117506,full_bar,False,True,KhWl4Mwhm_Oqq0zIIz-0wQ,True,,,True,"[u'Buffets', u'Seafood', u'Restaurants']",Carnival World & Seafood Buffet,,,,False,True,1,,,,,False,,508,,average,,NV,,False,True,False,3700 W Flamingo Rd,casual,10:00-22:00,,,,,16:00-22:00,,,False,,16:00-22:00,,Las Vegas,,,16:00-22:00,,2.5,3.0,False,False,False,False,True,True,,True,True,-115.188844,,,True,,10:00-22:00,,,,True,,,,,free,,,,False,False,False,,,False,,False,False,False,False
19,326,False,True,,89117,11:00-21:00,,,,,11:00-22:00,36.14320410000001,beer_and_wine,False,True,v0byOL8VL6v6muGa1anxFA,False,,,True,"[u'Event Planning & Services', u'Caterers', u'Burgers', u'Greek', u'Restaurants', u'Middle Eastern', u'Mediterranean']",The Hummus Factory,False,,True,False,True,1,,,,Westside,True,,214,,average,,NV,False,True,True,False,"7875 W Sahara Ave, Ste 101",casual,11:00-20:00,,,,,11:00-21:00,,,False,,11:00-21:00,,Las Vegas,,,11:00-21:00,,4.5,2.0,True,False,False,False,True,True,,False,False,-115.262866,,,False,,11:00-22:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
20,329,False,False,,89118,0:00-0:00,,True,,,0:00-0:00,36.0703249,full_bar,False,True,aNe8ofTYrealxqv7VtFTuw,False,,,True,"[u'American (New)', u'Restaurants', u'Pubs', u'Nightlife', u'Sports Bars', u'Bars', u'Food', u'Pizza', u'Breweries']",Sierra Gold,,True,True,False,True,1,False,False,False,Spring Valley,True,False,215,,average,,NV,,True,False,False,6515 S Jones Blvd,casual,0:00-0:00,False,,,False,0:00-0:00,,,False,False,0:00-0:00,,Las Vegas,,False,0:00-0:00,,3.5,2.0,False,True,False,False,False,False,,False,False,-115.2249525,,,False,True,0:00-0:00,False,,True,True,False,False,,,free,yes,,False,True,False,False,,,False,False,False,True,True,False
21,335,False,False,,85296,9:00-20:00,,,,,9:00-20:00,33.322367,none,False,False,HQObn6hrV9WoeFObGfa2YQ,False,,,False,"[u'Restaurants', u'Tacos', u'Mexican']",Mucha Lucha Taco Shop,,,,False,True,1,,,,,True,,199,,average,,AZ,,False,True,False,1530 S Val Vista Dr,casual,9:00-20:00,,,,,9:00-20:00,,,False,,9:00-20:00,,Gilbert,,,9:00-20:00,,4.5,1.0,False,False,False,False,True,True,,False,False,-111.756204,,,False,,9:00-20:00,,,,True,,,,,no,,,,False,,False,,,False,,False,True,True,False
22,337,False,False,,89109,17:00-22:00,,,,,17:00-22:00,36.091219260100004,beer_and_wine,False,True,PgJgpW4TKQ8IoALH2Yq-zA,False,,,True,"[u'Arts & Entertainment', u'Restaurants', u'Buffets', u'American (Traditional)', u'Casinos']",Bayside Buffet at Mandalay Bay,,,True,False,True,1,,,,The Strip,False,,1033,,average,,NV,,False,False,False,3950 S Las Vegas Blvd,casual,17:00-22:00,,,,,17:00-22:00,,False,False,,17:00-22:00,,Las Vegas,,,17:00-22:00,,3.0,2.0,False,False,False,False,False,True,,True,False,-115.1758039,,yes_free,False,,17:00-22:00,,,,True,,,,,free,,,,False,False,False,,,False,,False,False,False,False
23,345,False,False,,85251,11:00-21:00,,,,,11:00-22:00,33.5019605,beer_and_wine,False,False,EC7NrIHKk6i3US_XJlDWDA,False,,,True,"[u'Restaurants', u'Mexican']",Julio's Too,,,True,False,True,1,,,,,True,,166,,average,,AZ,,False,True,False,7305 E Camelback Rd,casual,11:00-22:00,,,,,11:00-21:00,,,False,,11:00-21:00,,Scottsdale,,,11:00-21:00,,4.0,1.0,False,False,False,False,True,True,,False,False,-111.92309240000002,,,False,,11:00-22:00,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,True
24,353,False,False,False,85006,8:00-21:00,,False,,,8:00-23:00,33.469201,full_bar,False,True,frCxZS7lPhEnQRJ3UY6m7A,False,,,True,"[u'Vegetarian', u'Nightlife', u'Mexican', u'Bars', u'Vegan', u'Restaurants', u'Breakfast & Brunch', u'Cafes']",La Santisima,,True,True,False,True,1,False,False,True,,False,False,1694,,average,,AZ,,False,True,True,1919 N 16th St,casual,8:00-21:00,False,,,False,8:00-21:00,,,False,False,8:00-21:00,,Phoenix,,False,8:00-21:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-112.047393,,,False,True,8:00-23:00,False,,True,True,True,False,,,no,,,False,False,True,False,,,False,False,False,True,False,False
25,366,False,False,,89118,9:00-1:30,,,,,9:00-1:30,36.058716,none,False,False,gwYt_q3Ob7aQJIefIBsZiQ,False,,,True,"[u'Fast Food', u'Chicken Shop', u'American (Traditional)', u'Chicken Wings', u'Restaurants']",Raising Cane's,,,True,False,True,1,,,,Spring Valley,True,,264,,average,,NV,True,False,True,False,7135 S Rainbow Blvd,casual,9:00-1:30,,,,,9:00-1:30,,,False,,9:00-1:30,,Las Vegas,,,9:00-1:30,,4.0,1.0,False,False,False,False,True,True,,False,False,-115.2433571,,,False,,9:00-1:30,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,False
26,392,False,False,,89104,0:00-0:00,,,False,,0:00-0:00,36.1477095179,beer_and_wine,False,True,ijg7qQCYnhUWBd5JUxbfvA,True,,False,True,"[u'Restaurants', u'Burgers', u'Breakfast & Brunch', u'Diners', u'Food', u'Desserts']",Roxy's Diner,,,True,False,True,1,,,,The Strip,False,,357,,average,,NV,False,False,False,False,2000 Las Vegas Blvd S,casual,0:00-0:00,,,,,0:00-0:00,,,False,,0:00-0:00,,Las Vegas,,,0:00-0:00,,3.0,2.0,False,False,False,False,True,True,,False,False,-115.15520587600001,,yes_free,False,,0:00-0:00,,,,False,,,,,no,,,,False,False,False,,,False,,False,True,False,False
27,412,False,,,89169,,,True,,21plus,22:30-4:00,36.109519,full_bar,False,,GCRvrxMSC1nzShyM4Y-guQ,True,,,True,"[u'Bars', u'Lounges', u'Nightlife', u'Dance Clubs']",Body English,,False,True,False,True,0,False,False,False,Eastside,False,False,264,,very_loud,,NV,,False,,False,"Hard Rock Hotel & Casino, 4455 Paradise Rd",,,False,,,False,,,,False,True,,,Las Vegas,,False,,,3.5,3.0,False,,,False,,,,,False,-115.153331,,,True,True,22:30-4:00,True,,True,False,False,False,,,,yes,,True,,,,,,False,False,False,,True,False
28,413,,False,,H3Z 1P2,17:00-23:30,,False,,,12:00-14:30,45.488795,full_bar,False,True,u-SvRRAfYgpbXZRfQgcTzA,False,,,True,"[u'Nightlife', u'Pubs', u'French', u'Bars', u'Japanese', u'Restaurants']",Imadake,,False,False,False,True,1,False,False,True,Ville-Marie,False,False,231,,loud,,QC,,False,True,True,4006 Rue Sainte-Catherine O,casual,17:00-22:30,False,,,False,12:00-14:30,,,True,True,12:00-14:30,,Montréal,,False,12:00-14:30,,4.0,2.0,False,True,False,False,False,False,,False,False,-73.58495400000002,,,False,True,17:00-1:00,False,,False,False,False,False,,,free,no,,False,False,True,True,,,False,False,False,True,True,False
29,437,,False,False,L3R 3P3,11:30-22:00,,,,,11:30-22:30,43.851504,none,False,True,hPTx2Y5e4Czbr21XcbDN8g,False,,,True,"[u'Restaurants', u'Chinese', u'Taiwanese']",Mei Nung Beef Noodle House,,,True,False,False,1,,,,Brown's Corners,True,,196,,average,,ON,,False,True,False,"3229 Highway 7 E, Unit 15",casual,11:00-22:00,,,,,11:30-22:00,,,False,,11:30-22:00,,Markham,,,,,4.0,1.0,False,False,False,False,True,True,,False,False,-79.35189100000002,,,False,,11:00-22:30,,,,True,,,,,free,,,,False,False,False,,,False,,False,True,False,False
30,449,False,False,,85286,11:00-0:00,,False,,,11:00-2:00,33.2763316444,full_bar,False,True,jf_h_Y8iNaduXJvpgLRPng,False,,,True,"[u'Sports Bars', u'American (New)', u'Chicken Wings', u'Bars', u'Restaurants', u'Nightlife']",Native Grill & Wings,,True,True,False,True,1,False,False,False,,True,False,195,,average,,AZ,,True,True,False,2110 S Gilbert Rd,casual,11:00-23:00,True,,,False,11:00-0:00,,,False,False,11:00-0:00,,Chandler,,False,11:00-0:00,,3.0,2.0,False,False,False,False,True,True,,False,False,-111.790289394,,,False,False,11:00-2:00,False,,True,True,True,False,,,free,outdoor,,False,False,False,True,,,False,False,False,True,True,True
31,457,False,False,,89135,11:00-23:00,,,,,11:00-0:00,36.1450494098,beer_and_wine,False,True,AYe8rS3qBPuLHSwNOZSbcA,False,,,True,"[u'Food', u'Sushi Bars', u'Restaurants']",Sushi Loca,,,,False,True,1,,,,South Summerlin,False,,229,,average,,NV,,True,True,False,10965 Lavender Hill Dr,casual,11:00-23:00,,,,,11:00-23:00,,,True,,11:00-23:00,,Las Vegas,,,11:00-23:00,,3.0,2.0,False,False,False,False,True,True,,False,False,-115.33282447100001,,,False,,11:00-0:00,,,,True,,,,,free,,,,False,False,True,,,False,,False,True,True,False
32,458,False,False,False,85281,11:00-1:00,,,,,11:00-1:00,33.428533,full_bar,False,True,aiX_WP7NKPTdF9CfI-M-wg,False,,,True,"[u'American (New)', u'Restaurants']",Culinary Dropout,False,,True,True,True,1,,,,,True,,984,,loud,,AZ,,True,True,False,149 S Farmer,casual,10:00-22:00,,,,,11:00-23:00,,,True,,11:00-23:00,,Tempe,,,11:00-23:00,,4.0,2.0,False,False,False,False,True,True,,False,True,-111.943955,,,False,,10:00-1:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
33,460,False,False,,89109,11:00-0:00,,False,,,9:00-1:00,36.1173843209,full_bar,False,True,5_MrPFw9E0cMJ1Q0DJFZOQ,False,,,True,"[u'Pubs', u'Sports Bars', u'Bars', u'Restaurants', u'Nightlife', u'American (Traditional)']",Tilted Kilt Pub & Eatery,,True,,False,True,1,False,False,False,The Strip,False,False,288,,loud,,NV,,True,True,False,"3545 Las Vegas Blvd, Unit L-26",casual,9:00-1:00,False,,,False,11:00-0:00,,,False,False,11:00-0:00,,Las Vegas,,False,11:00-0:00,,3.0,2.0,False,True,False,False,True,False,,False,False,-115.170322225,,,False,True,9:00-1:00,False,,True,True,True,False,,,free,no,,False,False,False,True,,,False,False,False,True,True,False
34,507,False,False,True,85201,8:00-21:00,,,,,8:00-21:00,33.4154308,none,False,False,SSCH4Z2gw-hh2KZy7aH4qw,False,,,False,"[u'Breakfast & Brunch', u'Sandwiches', u'American (New)', u'American (Traditional)', u'Restaurants']",Worth Takeaway,False,,True,False,True,1,,,,,True,,336,,average,,AZ,,False,False,True,218 W Main St,casual,8:00-16:00,,,,,8:00-21:00,,,True,,8:00-21:00,,Mesa,,,8:00-21:00,,5.0,2.0,False,False,False,False,True,True,,False,False,-111.8374321,,,False,,8:00-21:00,,,,True,,,,,free,,,,False,True,False,,,False,,False,True,True,True
35,510,False,False,,89169,11:00-23:00,,True,,,11:00-0:00,36.1170027,full_bar,False,True,OFw59czUoeeosFMKfRawmg,False,False,,True,"[u'Nightlife', u'Breweries', u'Restaurants', u'Food', u'American (New)', u'Bars']",Gordon Biersch Brewery Restaurant,,True,True,False,True,1,False,False,False,Eastside,True,False,352,,average,,NV,,True,True,False,3987 Paradise Rd,casual,11:00-23:00,False,,,False,11:00-23:00,,,False,False,11:00-23:00,,Las Vegas,,False,11:00-23:00,,3.5,2.0,False,False,False,False,True,False,,False,False,-115.1552488,,,False,True,11:00-0:00,False,,True,True,False,False,,,free,outdoor,,False,False,True,True,,,False,False,False,True,True,True
